Customer Id	Master Customer Cd	Master Customer Nm	Addr1	City	State	Zip	Customer Integration Customer Class Dsc	trauma_ctr_flg	Customer Class Dsc
B5CHES	N011B5CHES	MEMORIAL HOSPITAL-CHESTER	1900 STATE STREET	CHESTER	IL	62233	Hospital                                	N	Hospital Customer
ABN   	N022ABN	ABINGTON HOSPITAL - JEFFERSON HEALTH	1200 OLD YORK ROAD	ABINGTON	PA	19001	Hospital                                	Y	Hospital in Region
2225  	N0122225	DUMC DUKE UNIVERSITY MEDICAL CENTER	CAMPUS BOX 104131	DURHAM	NC	27708	Hospital                                	Y	Hospital Customer
B12320	N002B12320	SUSAN B ALLEN MEMORIAL HOSPITAL	720 W CENTRAL AVE	EL DORADO	KS	67042	Hospital                                	N	Hospital Customer
000   	N013R1WSBC	WAYNE STATE SCHOOL OF MEDICINE					Hospital                                	N	Researchers
B5VAAA	N013B5VAAA	VA ANN ARBOR HEALTHCARE SYSTEM	FISCAL SERVICE 04 VAMC	ANN ARBOR	MI	48105	Government                              	Y	Hospital Customer
ABTNW 	N017ABTNW	ABBOTT NORTHWESTERN HOSPITAL					Hospital                                	Y	Hospital in Region
000   	N011B2STEB	ST ELIZABETHS HOSPITAL-BELLEVILLE					Hospital                                	N	Hospital Customer
5004  	N0065004	AIR METHODS FULLERTON					Air Ambulance                           	N	Unclassified
P19500	N002P19500	KANSAS SURGERY & RECOVERY CENTER	2770 NORTH WEBB ROAD	WICHITA	KS	67226	Hospital                                	N	Hospital Customer
000   	N011B6REYN	SOUTHEAST HLTH CTR OF REYNOLDS CNTY LLC					Hospital                                	N	Hospital Customer
000   	N007AIWJHP	JH- AMERICAN INDIAN SITE- WHITERIVER					Other                                   	N	Hospital Customer
S0MCWM	N027S0MCWM	MORGAN COUNTY WAR MEMORIAL HOSPITAL	VALLEY HEALTH	WINCHESTER	VA	22604	Hospital                                	N	Hospital in Region
B2GWMD	N003B2GWMD	NORTHSIDE HOSPITAL - GWINNETT	1000 MEDICAL CENTER BLVD	LAWRENCEVILLE	GA	30046	Hospital                                	Y	Hospital Customer
KCI   	N053KCI	KATOCYTE, INC					Other                                   	N	Researchers
B6SEMO	N011B6SEMO	MERCY HOSPITAL SOUTHEAST	PO BOX 10386	SPRINGFIELD	MO	65808	Hospital                                	N	Hospital Customer
B6PARK	N038B6PARK	PARKVIEW REGIONAL MEDICAL CENTER	11109 PARKVIEW PLAZA DRIVE	FORT WAYNE	IN	46845	Hospital                                	Y	Hospital in Region
B6GOTH	N009B6GOTH	GOTHENBURG MEMORIAL	PO BOX 469	GOTHENBURG	NE	69138-0469	Hospital                                	N	Hospital Customer
B1STON	N053B1STON	HCA-STONE SPRINGS HOSPITAL CENTER	24440 STONE SPRING BLVD	DULLES	VA	20166	Hospital                                	N	Hospital Customer
193   	N032193	ROCK RIVER VALLEY BLOOD CENTER	4550 MONTGOMERY AVENUE	BETHESDA	MD	20814	Non RC Blood Center                     	N	Hospital Customer
190   	N084190	NORTHERN CALIFORNIA COMMUNITY BB					Non RC Blood Center                     	N	Community Blood Bank
000   	N011B6PPPC	PHYSICIANS PARK PRIMARY CARE					Hospital                                	N	Hospital Customer
7018  	N0337018	SAINT FRANCIS HOSPITAL AND MEDICAL CENTER	C/O TRINITY HEALTH EAST	TROY	MI	48007-7007	Hospital                                	Y	Hospital in Region
1875  	N003201	ONE BLOOD CENTER	8669 COMMODITY CIRCLE	ORLANDO	FL	32819	Non RC Blood Center                     	N	Non RC Blood Centers
000   	N049T4351T	MEDICAL CITY ER FLOWER MOUND					Hospital                                	N	
A10022	N041A10022	GADSDEN REGIONAL MEDICAL CENTER	1007 GOODYEAR AVENUE	GADSDEN	AL	35903	Hospital                                	Y	Hospital Customer
044400	N019044400	TRISTAR CENTENNIAL MEDICAL CENTER	245-B GREAT CIRCLE RD	NASHVILLE	TN	37228	Hospital                                	N	Hospital Customer
027   	N027027	ARCBS-GR ALLEGHENIES REGION	250 JARI DRIVE	JOHNSTOWN	PA	15904	American Red Cross                      	N	RC Blood Centers
1119  	N0031119	EVANS MEMORIAL HOSPITAL, INC					Hospital                                	N	Hospital Customer
B3MINI	N020B3MINI	MINIDOKA MEMORIAL HOSPITAL	1224 8TH STREET	RUPERT	ID	83350	Hospital                                	N	Hospital Customer
000   	N029VCUBC	VIRGINIA COMMONWEALTH UNIVERSITY					Other                                   	N	EO-Emerging Offerings
CRMBBY	N088CRMBBY	COMMUNITY REGIONAL MEDICAL CENTER					Other                                   	N	EO-Hub Accts
000   	N032B3STUR	DOOR COUNTY MEMORIAL HOSPITAL					Hospital                                	N	Hospital Customer
B9SIDN	N020B9SIDN	SIDNEY HEALTH CENTER-SIDNEY	216 14TH AVENUE SW	SIDNEY	MT	59270	Hospital                                	N	Hospital Customer
B5CMHC	N013B5CMHC	TRINITY HEALTH ANN ARBOR HOSPITAL	TH#16105	TROY	MI	48007-7007	Hospital                                	Y	Hospital Customer
001430	N024001430	PERRY COUNTY MEMORIAL HOSPITAL					Hospital                                	N	Hospital Customer
B9REMC	N011B9REMC	RESEARCH MEDICAL CENTER-KANSAS CITY	HCA SUPPLY CHAIN	NASHVILLE	TN	37228	Hospital                                	Y	Hospital Customer
000   	N038B5METN	THE METHODIST HOSPITALS NORTHLAKE CAMPUS					Hospital                                	N	Hospital Customer
B1PAPI	N009B1PAPI	PAPILLION FAMILY HOSPITAL, LLC	PO BOX 1747	CEDAR PARK	TX	78630	Hospital                                	N	Hospital Customer
000   	N055B1SVSH	CHI ST VINCENT MEDICAL CENTER-NORTH					Hospital                                	N	Hospital Customer
000   	N040NWECHP	NORTHWESTERN					Hospital                                	N	Hospital in Region
B15860	N002B15860	MERCY HOSPITAL-MOUNDRIDGE	PO BOX 180	MOUNDRIDGE	KS	67107	Hospital                                	N	Hospital Customer
B4AEFA	N011B4AEFA	AR EVAC LIFESTREAM 008 - FARMINGTON					Air Ambulance                           	N	Hospital in Region
B1MAIM	N001B1MAIM	MAIMONIDES MEDICAL CENTER	4802 10TH AVE	BROOKLYN	NY	11219	Hospital                                	N	Hospital in Region
PAO   	N022PAO	PAOLI MEMORIAL HOSPITAL	C/O LANKENAU HOSPITAL	WYNNEWOOD	PA	19096	Hospital                                	Y	Hospital in Region
05OAKL	N01805OAKL	OAKLAWN HOSPITAL					Hospital                                	N	Hospital Customer
5107  	N0045107	PENOBSCOT BAY MEDICAL CENTER	6 GLEN COVE DR	ROCKPORT	ME	04856	Hospital                                	N	Hospital in Region
000   	N049T1214T	WEST HOUSTON MEDICAL CENTER					Hospital                                	N	Hospital Customer
000   	N003UOMJHP	JH-UNIVERSITY OF MIAMI HOSPITAL					Other                                   	N	Hospital Customer
B9STLR	N084B9STLR	ST LOUISE REGIONAL HOSPITAL	PO BOX 1347	SAN CARLOS	CA	94070	Hospital                                	N	Hospital Customer
B1BANT	N003B1BANT	NORTHSIDE HOSPITAL-FORSYTH	1200 NORTHSIDE FORSYTH DRIVE	CUMMING	GA	30041	Hospital                                	N	Hospital Customer
C00054	N042C00054	UH CONNEAUT MEDICAL CENTER	UNIVERSITY HOSPITALS	SHAKER HEIGHTS	OH	44120	Hospital                                	N	Hospital Customer
CTY020	N016CTY020	KNOX COMMUNITY HOSPITAL	1330 COSHOCTON RD	MOUNT VERNON	OH	43050	Hospital                                	N	Hospital Customer
000   	N600TAKBB	TAKEDA					Plug Value                              	N	National Headquarters Customers
UMMC  	N017UMMC	UNIVERSITY OF MINNESOTA MEDICAL CENTER EAST BANK	420 DELAWARE SE	MINNEAPOLIS	MN	55455	Hospital                                	N	Hospital Customer
VACOBC	N040VACOBC	VALJUVANT CORPORATION					Other                                   	N	EO-Emerging Offerings
COHLBC	N006COHLBC	CITY OF HOPE - LAUENER	1500 E DUARTE RD	DUARTE	CA	91010	Other                                   	N	EO-Emerging Offerings
000   	N001B2SCAT	SAINT CATHERINE OF SIENA MEDICAL CENTER					Hospital                                	N	Hospital Out of Region
A46015	N041A46015	MERIT HEALTH WOMANS	1026 N FLOWOOD DRIVE	FLOWOOD	MS	39232	Hospital                                	Y	Hospital Customer
B1STMY	N006B1STMY	ST MARY MEDICAL CENTER	3033 NORTH 3RD AVENUE	PHOENIX	AZ	85013	Hospital                                	N	Hospital Customer
2275  	N0122275	UNC HEALTH BLUE RIDGE MORGANTON					Hospital                                	N	Hospital Customer
1064  	N0041064	LEMUEL SHATTUCK HOSPITAL	170 MORTON ST	JAMAICA PLAIN	MA	02130	Hospital                                	N	Hospital in Region
156   	N006156	HOUCHIN COMMUNITY BLOOD BANK	11515 BOLTHOUSE DR	BAKERSFIELD	CA	93311	Non RC Blood Center                     	N	Hospital Customer
B2BLAC	N038B2BLAC	BLACKFORD HOSPITAL - INACTIVE	PO BOX 7175	INDIANAPOLIS	IN	46207-7175	Hospital                                	N	Hospital Customer
B12342	N002B12342	ELLSWORTH COUNTY MEDICAL CENTER	PO BOX 87	ELLSWORTH	KS	67439	Hospital                                	N	Hospital Customer
9059  	N0049059	SAINT ANNE'S HOSPITAL-LIFESPAN OF MASSACHUSETTS FALL RIVER					Hospital                                	N	Hospital Customer
1044  	N0041044	BETH ISRAEL DEACONESS HOSPITAL-MILTON	92 HIGHLAND STREET	MILTON	MA	02186	Hospital                                	N	Hospital in Region
NULM  	N017NULM	NEW ULM MEDICAL CENTER	ALLINA MEDICAL LABORATORIES	MINNEAPOLIS	MN	55407-1321	Hospital                                	N	Hospital Customer
5238  	N0075238	AIR METHODS - COTTONWOOD					Air Ambulance                           	N	Hospital Customer
B3SCOA	N006B3SCOA	MISSION HOSPITAL LAGUNA BEACH	31872 COAST HIGHWAY	LAGUNA BEACH	CA	92651	Hospital                                	N	Hospital Customer
2340  	N0122340	ATRIUM HEALTH KINGS MOUNTAIN					Hospital                                	N	Hospital Customer
000   	N01818HICK	PROMEDICA CHARLES & VIRGINIA HICKMAN HOSPITAL					Hospital                                	N	Hospital Customer
B7CARN	N038B7CARN	ARNETT HOSPITAL	PO BOX 7175	INDIANAPOLIS	IN	46207-7175	Hospital                                	N	Hospital in Region
BRK   	N022BRK	OCEAN MEDICAL CENTER	C/O MERIDIAN HEALTH	SALT LAKE CITY	UT	84131	Hospital                                	N	Hospital in Region
B3STJO	N006B3STJO	ST JOSEPH HOSPITAL ORANGE	PO BOX 5600	ORANGE	CA	92863-9975	Hospital                                	N	Hospital Customer
1614  	N0041614	BAYSTATE MEDICAL CENTER	PO BOX 6202	SPRINGFIELD	MA	01101-6202	Hospital                                	Y	Hospital in Region
001350	N024001350	PAOLI HOSPITAL	PO BOX 7175	INDIANAPOLIS	IN	46207-7175	Hospital                                	N	Hospital Customer
2577  	N0122577	ATRIUM HEALTH UNIVERSITY					Hospital                                	N	Hospital Customer
AOFAR1	N041AOFAR1	ONEONTA FIRE AND RESCUE					Ground Ambulance                        	N	Hospital Customer
09EARP	N01809EARP	EATON RAPIDS MEDICAL CENTER	1500 SOUTH MAIN STREET	EATON RAPIDS	MI	48827	Hospital                                	N	Hospital Customer
B1FAYE	N003B1FAYE	PIEDMONT HOSPITAL FAYETTE	1255 GA-54	FAYETTEVILLE	GA	30214-8967	Hospital                                	N	Hospital Customer
B5REDB	N011B5REDB	DEACONESS ILLINOIS RED BUD REGIONAL HOSPITAL INC. DBA RED BUD REGIONAL HOSPITAL	325 SPRING STREET	RED BUD	IL	62278	Hospital                                	N	Hospital Customer
B15461	N002B15461	ST LUKE HOSPITAL AND LIVING CENTER	535 SOUTH FREEBORN	MARION	KS	66861	Hospital                                	N	Hospital Customer
B4PMBR	N054B4PMBR	DOCTORS' CENTER BAYAMON	PO BOX 30532	MANATI	PR	00674	Hospital                                	N	Hospital Customer
000   	N017NM001	MCKENNAN HOSPITAL					Hospital                                	N	Hospital Customer
B2AFOX	N001B2AFOX	AO FOX HOSPITAL	1 NORTON AVENUE	ONEONTA	NY	13820	Hospital                                	N	Hospital in Region
1470  	N001001470	WYOMING COUNTY COMMUNITY HOSP					Hospital                                	N	Hospital in Region
2620  	N0122620	DEFENSE FINANCE & ACCOUNTING	WOMACK ARMY HOSPITAL BB	FORT BRAGG	NC	28307	Government                              	N	Military Hospital
B3PIGG	N055B3PIGG	PIGGOTT COMMUNITY HOSPITAL	1206 GORDON DUCKWORTH DRIVE	PIGGOTT	AR	72454	Hospital                                	N	Hospital Customer
7369  	N0047369	HCA-PORTSMOUTH HOSPITAL	HCA CEN ATLANTIC SUPPLY CHAIN	RICHMOND	VA	23236	Hospital                                	Y	Hospital in Region
NEUNBC	N0040231	NORTHEASTERN UNIVERSITY-BOSTON					Commercial / Residential                	N	EO-Emerging Offerings
000   	N088PROMES	AIRPORT INTERNATIONAL ZONE-HAITI					Other                                   	N	Biomedical Headquarters Customers
C00021	N042C00021	UH PARMA MEDICAL CENTER	UNIVERSITY HOSPITALS	SHAKER HEIGHTS	OH	44120	Hospital                                	N	Hospital Customer
B8SJMC	N027B8SJMC	TRINITY MEDICAL CENTER WEST	4000 JOHNSON ROAD	STEUBENVILLE	OH	43952	Hospital                                	N	Hospital in Region
7520  	N0217520	AIR METHODS TAOS					Air Ambulance                           	N	Unclassified
000   	N01832CADI	MUNSON HEALTHCARE CADILLAC HOSPITAL					Hospital                                	N	Hospital Customer
000   	N041A10064	COOPER GREEN MEMORIAL HOSPITAL					Hospital                                	N	Hospital Customer
000   	N041A40403	EVERGREEN MEDICAL CENTER, LLC					Hospital                                	N	Hospital in Region
GLNC  	N017GLNC	GLENCOE REGIONAL HEALTH SERVICES	1805 HENNEPIN AVENUE NORTH	GLENCOE	MN	55336-1499	Hospital                                	Y	Hospital Customer
2265  	N0122265	CAROMONT REGIONAL MEDICAL CENTER	PO BOX 1747	GASTONIA	NC	28052	Hospital                                	N	Hospital Customer
CB0081	N042CB0082	TRUMBULL MEMORIAL HOSPITAL	STEWARD HEALTH CARE SYS LLC	RICHARDSON	TX	75080	Hospital                                	N	Hospital in Region
S98CVH	N020S98CVH	CASTLEVIEW HOSPITAL	C/O LPNT	NASHVILLE	TN	37228	Hospital                                	Y	Hospital Customer
2237  	N0122237	DUKE REGIONAL HOSPITAL	CAMPUS BOX 104131	DURHAM	NC	27708	Hospital                                	N	Hospital Customer
FEINBC	N064FEINBC	FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH					Other                                   	N	EO-Emerging Offerings
000   	N0048543R	UNIVERSITY OF MASSACHUSETTS					Hospital                                	N	Research Lab Customers
000   	N032B7STOW	STOUGHTON HOSPITAL ASSOCIATION					Hospital                                	N	Hospital Customer
B2PMCA	N054B2PMCA	HOSPITAL MENONITA CAYEY	APARTADO 373130	CAYEY	PR	00737-3130	Hospital                                	N	Hospital Customer
A45016	N041A45016	MEDICAL CENTER BARBOUR	820 WEST WASHINGTON STREET	EUFAULA	AL	36027	Hospital                                	N	Hospital Customer
B4AESK	N011B4AESK	AR EVAC LIFESTREAM 003 - SIKESTON					Air Ambulance                           	N	Hospital in Region
B1MCLE	N036B1MCLE	MCLEOD REGIONAL MEDICAL CENTER OF THE PEE DEE	PO BOX 100551	FLORENCE	SC	29502-0551	Hospital                                	Y	Hospital Customer
B3PSII	N054B3PSII	CENTRO MEDICO EPISCOPAL SAN LUCAS	PO BOX 336810	PONCE	PR	00733	Hospital                                	N	Hospital in Region
B1SHAD	N053B1SHAD	SHADY GROVE ADVENTIST HOSPITAL	9901 MEDICAL CENTER DRIVE	ROCKVILLE	MD	20850	Hospital                                	N	Hospital Customer
B1NSDE	N003B1NSDE	NORTHSIDE HOSPITAL-ATLANTA	1000 JOHNSON FERRY RD NE	ATLANTA	GA	30342	Hospital                                	N	Hospital Customer
7310  	N0047310	LITTLETON HOSPITAL	600 ST JOHNSBURY ROAD	LITTLETON	NH	03561	Hospital                                	N	Hospital in Region
000   	N042C00076	SUMMA AT LAKE MEDINA	SUMMA HEALTH	AKRON	OH	44309	Hospital                                	N	Hospital in Region
M8CHEY	N009M8CHEY	CHEYENNE REGIONAL MEDICAL CENTER					Hospital                                	N	Hospital Customer
CTY050	N016CTY050	PICKERINGTON METHODIST HOSPITAL	1010 REFUGEE ROAD	PICKERINGTON	OH	43147	Hospital                                	N	Hospital Customer
BBVENC	N006BBVENC	KINDRED HOSPITAL LOS ANGELES	PO BOX 740054	LOUISVILLE	KY	40201	Hospital                                	N	Hospital Customer
A10046	N041A10046	CHILDRENS HOSPITAL OF ALABAMA-BIRMINGHAM	1600 7TH AVENUE SOUTH	BIRMINGHAM	AL	35233	Hospital                                	Y	Hospital Customer
CCMC  	N003CCMC	COASTAL CAROLINA MEDICAL CENTER	1000 MEDICAL CENTER DRIVE	HARDEEVILLE	SC	29927	Hospital                                	N	Hospital in Region
7300  	N0047300	ALICE PECK DAY HOSPITAL	10 ALICE PECK DAY DRIVE	LEBANON	NH	03766	Hospital                                	N	Hospital in Region
SMEM  	N027SMEM	SOUTHERN OHIO MEDICAL CENTER	1805 27TH ST	PORTSMOUTH	OH	45662	Hospital                                	N	Hospital Customer
JEF   	N022JEF	THOMAS JEFFERSON UNIVERSITY HOSPITAL	1020 WALNUT STREET	PHILADELPHIA	PA	19107	Hospital                                	Y	Hospital in Region
B9CELB	N006B9CELB	CEDARS-SINAI MEDICAL CENTER	8700 BEVERLY BLVD	LOS ANGELES	CA	90048	Hospital                                	Y	Hospital Customer
B4MNRE	N003B4MNRE	MONROE COUNTY HOSPITAL	PO BOX 1068	FORSYTH	GA	31029	Hospital                                	N	Hospital Customer
E63SCE	N006E63SCE	SCRIPPS MEMORIAL HOSPITAL ENCINITAS	SCRIPPS HEALTH	LA JOLLA	CA	92038	Hospital                                	N	Hospital Customer
B1JMAY	N003B1JMAY	MAYO JACKSONVILLE					Hospital                                	N	Hospital Customer
AM011 	N001AM011	AIR METHODS TICONDEROGA					Air Ambulance                           	N	Unclassified
00150D	N04900150D	HILLCREST HOSPITAL CLAREMORE	110 W 7TH ST STE 2530	TULSA	OK	74119	Hospital                                	N	Hospital in Region
2392  	N0122392	MISSION HEALTH SYSTEM, INC					Hospital                                	Y	Hospital Customer
E63KPZ	N006E63KPZ	KAISER PERMANENTE ZION MEDICAL CENTER	KAISER FOUNDATION HEALTH PLAN	LOS ANGELES	CA	90041	Hospital                                	N	Hospital Customer
P01037	N021P01037	ST ANTHONY HOSPITAL	CATHOLIC HEALTH INITIATIVES	PHOENIX	AZ	85002	Hospital                                	N	Hospital Customer
B8FLMC	N003B8FLMC	ATRIUM HEALTH FLOYD	PO BOX 71108	CHARLOTTE	NC	28272-1108	Hospital                                	Y	Hospital Customer
000   	N001B1AMCH	ALBANY MEDICAL CENTER HOSPITAL					Hospital                                	Y	Hospital in Region
B7BALL	N038B7BALL	BALL MEMORIAL HOSPITAL	PO BOX 7175	INDIANAPOLIS	IN	46207-7175	Hospital                                	N	Hospital in Region
B1WYNN	N001B1WYNN	WYNN HOSPITAL					Hospital                                	N	Hospital Customer
B1ROCK	N002B2ROCK	ROCK REGIONAL HOSPITAL					Hospital                                	N	Hospital Customer
S98LAY	N020S98LAY	LAYTON HOSPITAL	201 W LAYTON PARKWAY	LAYTON	UT	84041	Hospital                                	N	Hospital Customer
059000	N019059000	VETERANS ADMINISTRATION - NASHVILLE	1310 24TH AVE SOUTH	NASHVILLE	TN	37212	Government                              	N	Hospital Customer
5617  	N0305617	AIR METHODS - LANCASTER					Air Ambulance                           	N	Hospital Customer
T1901T	N049T1901T	BAYLOR SCOTT AND WHITE MED CTR-IRVING	1901 NORTH MACARTHUR BLVD	IRVING	TX	75061	Hospital                                	N	Hospital in Region
EUCL  	N017EUCL	MAYO CLINIC HEALTH SYSTEM EAU CLAIRE	1221 WHIPPLE STREET	EAU CLAIRE	WI	54702	Hospital                                	Y	Hospital Customer
B9OCON	N084B9OCON	O'CONNOR HOSPITAL	PO BOX 1347	SAN CARLOS	CA	94070	Hospital                                	N	Hospital Customer
B3OPMC	N013B4OPMC	OAKLAND PHYSICIANS MEDICAL CENTER	461 W HURON	PONTIAC	MI	48341	Hospital                                	N	Hospital in Region
5164  	N0125164	UNC HEALTH CARE-HILLSBOROUGH CAMPUS					Hospital                                	N	Hospital Customer
5303  	N0095303	AIR METHODS - NORFOLK					Air Ambulance                           	N	Unclassified
5204  	N0075204	AIR METHODS SAFFORD					Air Ambulance                           	N	Unclassified
COL007	N016COL007	DOCTORS HOSPITAL	PO BOX 9	COLUMBUS	OH	43201	Hospital                                	N	Hospital Customer
DEBHMC	N022DEBHMC	BAYHEALTH MEDICAL CENTER, INC	100 WELLNESS WAY	MILFORD	DE	19963	Hospital                                	N	Hospital Out of Region
BALD  	N017BALD	WESTERN WISCONSIN HEALTH	1100 BERGSLIEN STREET	BALDWIN	WI	54002	Hospital                                	N	Hospital Customer
B2CARI	N020B2CARI	CARIBOU MEMORIAL HOSPITAL	300 SOUTH THIRD WEST	SODA SPRINGS	ID	83276	Hospital                                	N	Hospital Customer
000149	N007000149	ORO VALLEY HOSPITAL	6180 N CORONA ROAD	TUCSON	AZ	85704	Hospital                                	N	Hospital Customer
B1STAR	N038B1STAR	NORTHWEST HEALTH -STARKE HOSPITAL	PO BOX 369	BREA	CA	92822	Hospital                                	N	Hospital Customer
PEN   	N022PEN	PENNSYLVANIA HOSPITAL	800 SPRUCE STREET	PHILADELPHIA	PA	19107	Hospital                                	N	Hospital in Region
000   	N049T3000T	MEDICAL CITY ER BURLESON					Hospital                                	N	Hospital Customer
000   	N04900051D	ST FRANCIS HOSPITAL BLOOD BANK					Hospital                                	N	Hospital Customer
OLIV  	N017OLIV	OLIVIA HOSPITAL AND CLINIC	100 HEALTHY WAY	OLIVIA	MN	56277	Hospital                                	N	Hospital Customer
BZSIMI	N006BZSIMI	ADVENTIST HEALTH SIMI VALLEY	PO BOX 619085	ROSEVILLE	CA	95661	Hospital                                	N	Hospital Customer
B1CHIL	N053B1CHIL	CHILDREN'S HOSPITAL NATIONAL MEDICAL CTR	111 MICHIGAN AVENUE NW	WASHINGTON	DC	20010	Hospital                                	N	Hospital Customer
2410  	N0125165	UNC HEALTH ROCKINGHAM					Hospital                                	N	Hospital Customer
T6411T	N049T6411T	CHILDRENS MEMORIAL HERMANN HOSPITAL	6411 FANNIN	HOUSTON	TX	77030	Hospital                                	Y	Hospital in Region
000   	N011B3SJOB	ST JOSEPH'S HOSPITAL-BREESE					Hospital                                	N	Hospital Customer
S98RVH	N020S98RVH	RIVERTON HOSPITAL	3741 WEST 12600 SOUTH	RIVERTON	UT	84065	Hospital                                	N	Hospital in Region
000   	N009B5FRMT	FREMONT HEALTH					Hospital                                	N	Hospital Customer
000065	N007000065	MT GRAHAM REGIONAL MEDICAL CENTER	1600 S 20TH AVENUE	SAFFORD	AZ	85546	Hospital                                	N	Hospital Customer
009190	N024009190	JANE TODD CRAWFORD HOSPITAL	PO BOX 220	GREENSBURG	KY	42743	Hospital                                	N	Hospital Customer
000   	N01870RMLA	REGIONAL MEDICAL LABORATORY, INC					Hospital                                	N	Hospital Customer
1611  	N0041611	BERKSHIRE MEDICAL CENTER	PO BOX 4339	PITTSFIELD	MA	01202	Hospital                                	N	Hospital in Region
00060D	N04900060D	ST JOHN'S HOSPITAL-BROKEN ARROW	ASCENSION HEALTH MSC	INDIANAPOLIS	IN	46203	Hospital                                	N	Hospital in Region
E63VAA	N006E63VAA	VA SAN DIEGO HEALTHCARE SYSTEM	36C26223D0006 12/01/24 - 11/30/25	AUSTIN	TX	78714	Government                              	N	Hospital Customer
000   	N016OSUD47	OSU-DEPT OF SURGERY-GALLEGO-PEREZ					Other                                   	N	Researchers
000   	N055B4REBS	REBSAMEN MEDICAL CENTER, INC					Hospital                                	N	Hospital Customer
000   	N01816BRON	BRONSON METHODIST HOSPITAL-KALAMAZOO					Hospital                                	N	Hospital Customer
B4PIKE	N011B4PIKE	PIKE COUNTY MEMORIAL HOSPITAL	2305 WEST GEORGIA STREET	LOUISIANA	MO	63353	Hospital                                	N	Hospital Customer
B1PHBS	N054B1PHBS	HOSPITAL COMUNITARIO BUEN SAMARITANO	PO BOX 4055	AGUADILLA	PR	00605	Hospital                                	N	Hospital Customer
B4RIDI	N013B4RIDI	ST JOHN RIVER DISTRICT HOSPITAL	4100 RIVER ROAD	EAST CHINA	MI	48054	Hospital                                	N	Hospital Customer
B3PCSG	N054B3PCSG	HOSPITAL DE LA CONCEPCION	PO BOX 285	SAN GERMAN	PR	00683	Hospital                                	N	Hospital Customer
5351  	N0125351	DUMC					Plug Value                              	N	Researchers
000   	N001B2GOOD	GOOD SAMARITAN HOSPITAL MEDICAL CENTER					Hospital                                	Y	Hospital Out of Region
B1PDSU	N054B1PDSU	HOSPITAL METROPOLITANO DR SUSONI	PO BOX 145200	ARECIBO	PR	00614	Hospital                                	Y	Hospital Customer
R1CKRG	N036R1CKRG	CARSTEN KRIEG PHD-MUSC	1 SOUTH PARK CIRCLE	CHARLESTON	SC	29407	Other                                   	N	EO-Emerging Offerings
STAN  	N017STAN	ASPIRUS STANLEY HOSPITAL FKA MINISTRY	PO BOX 1847	WAUSAU	WI	54402-1847	Hospital                                	N	Hospital Customer
B2FALL	N009B2FALL	FALLS CITY COMMUNITY MEDICAL CENTER	PO BOX 399	FALLS CITY	NE	68355	Hospital                                	N	Hospital Customer
000   	N041A40802	MONROE COUNTY HOSPITAL					Hospital                                	N	Hospital in Region
B1CBGL	N003B1CBGL	WELLSTAR COBB HOSPITAL	3950 AUSTELL ROAD	AUSTELL	GA	30106	Hospital                                	N	Hospital Customer
B5CHNO	N006B5CHNO	CHINO VALLEY MEDICAL CENTER	3480 E GUASTI RD, 2ND FLOOR	ONTARIO	CA	91761	Hospital                                	N	Hospital Customer
BLWHIL	N006BLWHIL	UCLA WEST VALLEY MEDICAL CENTER	PO BOX 788	KAYSVILLE	UT	84037	Hospital                                	N	Hospital Customer
000   	N053B1WADV	WASHINGTON ADVENTIST HOSPITAL					Hospital                                	N	Hospital Customer
B17795	N002B17795	SEDAN CITY HOSPITAL	300 NORTH ST	SEDAN	KS	67361	Hospital                                	N	Hospital Customer
000   	N032B0COVT	MERCYONE- WATERLOO					Hospital                                	Y	Hospital in Region
B4CARE	N084B4CARE	VALLEYCARE MEDICAL CENTER	5555 WEST LAS POSITAS	PLEASANTON	CA	94588	Hospital                                	N	Hospital Customer
000   	N006E63PDC	PALOMAR MEDICAL CENTER DOWNTOWN					Hospital                                	N	Hospital Customer
B7UWIS	N032B7UWIS	UNIVERSITY OF WISCONSIN HOSPITAL & CLINICS	PO BOX 5448	MADISON	WI	53705-5449	Hospital                                	Y	Hospital Customer
B1APSI	N053B1APSI	ADVANCED PICC SPECIALISTS INC					Other                                   	N	Hospital Customer
000   	N004RIHJHP	JH-LIFESPAN BROWN UNIVERSITY					Other                                   	N	Hospital Customer
B2VACO	N036B2VACO	VAMC COLUMBIA	DEPT OF VETERANS AFFAIRS	AUSTIN	TX	78717-8971	Government                              	N	Military Hospital
5317  	N0095317	AIR METHODS CEDAR CITY					Air Ambulance                           	N	Hospital Customer
000   	N038B7SVHC	SAINT VINCENT HEART CENTER					Hospital                                	N	Hospital in Region
147   	N084147	DELTA BLOOD BANK					Non RC Blood Center                     	N	Community Blood Bank
BUMCP 	N007BUMCP	BANNER UNIVERSITY MEDICAL CENTER - PHOENIX					Hospital                                	N	Hospital Customer
000   	N041A10158	REGIONAL MEDICAL CENTER BOARD					Hospital                                	Y	Hospital Customer
CTY007	N016CTY007	FAIRFIELD MEDICAL CENTER	401 N EWING ST	LANCASTER	OH	43130	Hospital                                	N	Hospital Customer
5236  	N0075236	AIR METHODS - GILA BEND					Air Ambulance                           	N	Unclassified
000   	N017RS158D	U OF M DEPARTMENT OF SURGERY					Hospital                                	N	Hospital Customer
